slug,name_zh,name_en,desc_zh,desc_en,category,category_zh,category_en,url,detail_url,tags,monthly_visits
"wellsaid","WellSaid","WellSaid","企业级 AI 语音生成平台，官网主打「最真实的 AI 声音」，提供多种方言与制作风格的配音音色，强调安全合规，适合企业的专业旁白产出。","Enterprise AI voice platform promising the most realistic AI voices, with voiceover timbres across dialects and production styles, built with security and compliance in mind.","voice","语音生成与转换","Voice & Speech","https://www.wellsaidlabs.com/","https://topxai.cn/ai/wellsaid","AI配音 / 企业级TTS / 多方言","21559"
"wusheng-ai","悟声 AI","Wusheng AI","超拟真 AI 语音合成与瞬时克隆平台（原 Reecho 睿声），官方称自研文生语音模型支持 30+ 语言与方言，最短 3 秒样本即可克隆声音，并提供声音市场与低延迟 API。","Hyper-realistic AI speech synthesis and instant voice cloning (formerly Reecho), with in-house models covering 30+ languages and dialects, cloning from as little as three seconds of audio, plus a voice marketplace and low-latency API.","voice","语音生成与转换","Voice & Speech","https://www.wusound.cn/","https://topxai.cn/ai/wusheng-ai","语音克隆 / 语音合成 / API","751"
"xunfei-zhizuo","讯飞智作","iFlytek Zhizuo","科大讯飞旗下一站式 AI 配音与数字人平台，提供超拟人文字转语音、卡通数字人视频与形象、声音定制，官方称覆盖教育培训、新闻媒体、企业营销等场景，服务超千万创作者。","iFlytek's one-stop AI dubbing and digital human platform, offering near-human text-to-speech, cartoon digital human video and avatars, and custom voices for training, media and marketing.","voice","语音生成与转换","Voice & Speech","https://peiyin.xunfei.cn/","https://topxai.cn/ai/xunfei-zhizuo","AI配音 / 文字转语音 / 数字人","73490"
"coze","扣子 Coze","Coze","扣子是字节跳动旗下的一站式 AI 开发平台，无需复杂指令即可搭建智能体与可视化工作流，可操作电脑和手机直接交付结果，覆盖 PPT、数据分析、小程序与网页开发等场景。","ByteDance's one-stop AI development platform: build agents and visual workflows without complex instructions, then let them operate a computer or phone to deliver results — slide decks, data analysis, mini programs and web apps.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.coze.cn/","https://topxai.cn/ai/coze","智能体 / Bot / 低代码","2980000"
"deepseek","DeepSeek 深度求索","DeepSeek","DeepSeek 是深度求索的大模型系列，官方开源 V4、R1 等前沿模型，提供网页版、手机应用与开放 API，主打高性价比与原生多模态视觉理解能力。","DeepSeek's model family, with frontier models such as V4 and R1 released openly, plus a web app, mobile app and open API built around cost efficiency and native multimodal vision.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.deepseek.com/","https://topxai.cn/ai/deepseek","大模型 / 开源 / 推理","353800000"
"dify","Dify","Dify","Dify 是面向生产级 Agentic 工作流的开源 LLM 应用开发平台，在统一画布上搭建 Agent、知识管道（RAG）与工作流，支持云端、VPC 或自托管部署。","Open-source LLM application platform for production-grade agentic workflows: build agents, RAG knowledge pipelines and workflows on one canvas, deployed to cloud, VPC or self-hosted.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://dify.ai/","https://topxai.cn/ai/dify","智能体 / 开源 / LLM","1020000"
"doubao","豆包","Doubao","字节跳动推出的 AI 智能助手，整合对话问答、写作、翻译、PPT、图像与视频生成等能力，支持语音实时交流，官方称登录即可免费使用，并提供网页版与电脑客户端。","ByteDance's AI assistant combining chat, writing, translation, slide decks, and image and video generation with real-time voice interaction. Free once signed in, on web and desktop.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.doubao.com/","https://topxai.cn/ai/doubao","AI助手 / 对话 / 字节跳动","159840000"
"duck-ai","Duck.ai","Duck.ai","DuckDuckGo 出品的隐私 AI 聊天入口，官方称聚合 ChatGPT、Claude 等主流模型，发送前移除 IP 等元数据、对话不用于训练 AI 模型，免账号可用。","","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://duck.ai","https://topxai.cn/ai/duck-ai","隐私保护 / AI聊天 / 聚合模型",""
"glm","智谱 GLM","Zhipu GLM","智谱（Z.ai）的大模型体系，GLM 系列支持 1M 上下文与前沿编程能力，配套 ZCode 编程工具、AutoGLM 智能体及全模态 MaaS API 服务。","Zhipu's GLM model family with 1M-token context and frontier coding ability, alongside the ZCode coding tool, AutoGLM agents and a full-modality MaaS API.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.zhipuai.cn/","https://topxai.cn/ai/glm","大模型 / 开源 / 清华","486810"
"iflytek-xingchen","讯飞星辰 Agent","iFlytek Xingchen Agent","科大讯飞推出的全场景 AI 智能体平台（现 AStudio），不止对话，可描述目标自主调度工具完成网页开发、数据分析、财报解读与代码重构，支持权限管控与企业协同。","iFlytek's full-scenario AI agent platform (now AStudio): describe a goal and it autonomously orchestrates tools to build web pages, analyse data, read financial reports or refactor code, with permission controls for teams.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://agent.xfyun.cn/","https://topxai.cn/ai/iflytek-xingchen","智能体平台 / 工作流 / 科大讯飞","35252"
"kimi","Kimi","Kimi","Kimi 是月之暗面（Moonshot AI）推出的 AI 助手，官网当前以「K3 上线，专为智能体编程与知识工作打造」为主标题。","Moonshot AI's assistant, currently headlined by K3 and built for agentic coding and knowledge work, with long-context handling, deep research, agent swarms, goal mode, slide generation and scheduled tasks.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.kimi.com/","https://topxai.cn/ai/kimi","长文本 / 深度研究 / 对话 / 大模型","51240000"
"longcat","LongCat","LongCat","美团自研大模型的官方对话平台，集深度思考、联网搜索与图片视频生成于一体，支持深度研究，并开放 API 与手机应用，方便个人和开发者接入使用。","Meituan's in-house model chat platform, combining deep reasoning, web search, and image and video generation, with deep research, an open API and a mobile app.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://longcat.chat/","https://topxai.cn/ai/longcat","大模型 / 对话助手 / 美团","629070"
"marvis","腾讯Marvis","腾讯Marvis","腾讯推出的操作系统层级 AI 助手，官网称支持本地文档与图片 AI 搜索、一句话调用应用与修改电脑设置，手机可远程操控电脑，并提供端云协同的效率模式与文件零上传的本地模式。","","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://marvis.qq.com","https://topxai.cn/ai/marvis","AI助手 / 本地大模型 / 远程控制",""
"memu-bot","memU Bot","memU Bot","memU 团队推出的 24 小时个性化 AI 助手，官网称会持续学习你的习惯并主动执行邮件整理、日程安排等任务，可接入 WhatsApp、Telegram、Slack 与飞书。","","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://memu.bot","https://topxai.cn/ai/memu-bot","AI助手 / 持久记忆 / 开源",""
"merlin","Merlin","Merlin","Merlin 是一款浏览器 AI 助手扩展，可在任意网页呼出侧边栏对话、一键总结长文与视频内容，支持划词解释改写，并聚合多个主流大模型供随时切换。","Browser AI assistant extension: summon a sidebar chat on any page, summarise long articles and videos in one click, explain or rewrite selected text, and switch between several leading models.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.getmerlin.in/","https://topxai.cn/ai/merlin","ChatGPT / 浏览器插件 / 对话","1190000"
"msty","Msty","Msty","面向个人与团队的私有 AI 工作台，把私有工作区、受限 Agent、统一模型网关与可控知识库整合成一套系统，支持本地与云端模型，兼顾效率与数据可控。","Private AI workbench for individuals and teams, unifying private workspaces, scoped agents, a model gateway and a controllable knowledge base across local and cloud models.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://msty.ai/","https://topxai.cn/ai/msty","本地模型 / 客户端","77740"
"nami-ai","纳米AI","Nami AI","360 旗下纳米AI，主打多智能体蜂群，集成 DeepSeek、智脑、通义千问等十余家大模型与 MCP 工具箱，支持智能体、深度思考、AI 写作、研究报告与 PPT 生成等任务。","360's Nami AI, built around multi-agent swarms and integrating a dozen model providers plus an MCP toolbox for agents, deep reasoning, AI writing, research reports and slide generation.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://www.n.cn/","https://topxai.cn/ai/nami-ai","多智能体 / AI搜索 / 大模型聚合","785370"
"openclaw","OpenClaw","OpenClaw","开源 AI 助手，官网称运行在你自己的机器上，可在 WhatsApp、Telegram、Slack、iMessage 等渠道调用，帮你整理收件箱、发邮件、管日程，MIT 许可。","","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://clawd.bot","https://topxai.cn/ai/openclaw","开源 / 本地运行 / AI智能体",""
"poe","Poe","Poe","Quora 旗下 AI 聊天聚合平台，在一个界面里与 GPT、Claude、Gemini、Grok、Kimi 等数千个模型私聊或群聊，无需订阅各家服务，适合横向对比模型回答质量。","Quora's AI chat aggregator: talk to thousands of models including GPT, Claude, Gemini, Grok and Kimi in one interface, privately or in group chats, without subscribing to each service.","chatbot","ChatBot 与虚拟伴侣","Chatbots & Companions","https://poe.com/","https://topxai.cn/ai/poe","多模型聚合 / AI聊天 / 机器人平台","5507714"
